,zs,conv
0,-0.5527191162109375,0.24911682307720184
1,-0.440638678414481,0.20968393981456757
2,-0.5516700744628906,0.22323939204216003
3,-0.7098365359836154,0.21571092307567596
4,-0.7770104841752485,0.21882188320159912
5,-0.32167712124911224,0.2148209661245346
6,-0.6297100914849175,0.21253760159015656
7,-0.422083990914481,0.2808153033256531
8,-0.53715980052948,0.22574540972709656
9,-0.25825172000461155,0.21506249904632568
10,-0.06572500864664714,0.2223823219537735
11,-0.26767080480402167,0.2410542219877243
12,-0.5632280622209821,0.2231816202402115
13,-0.45700550079345703,0.21677060425281525
14,-0.4870385064019097,0.22037345170974731
15,-0.4520342690604074,0.2101469784975052
16,-0.3883075714111328,0.2240603119134903
17,0.049560928344726564,0.47494611144065857
18,-0.643939563206264,0.2217051237821579
19,-0.18312206268310546,0.21904021501541138
20,-0.39401721954345703,0.22207653522491455
21,-0.5735976145817683,0.22675034403800964
22,-0.4969657897949219,0.219268798828125
23,-0.6891206105550131,0.2226068526506424
24,-0.6019579569498698,0.21366621553897858
25,-0.7949132919311523,0.20739084482192993
26,-0.012211428748236762,0.35404983162879944
27,-0.023396068149142794,0.2144240289926529
28,0.22126076438210227,0.4860755205154419
29,-0.41219210624694824,0.22940652072429657
30,-0.6591382026672363,0.22116972506046295
31,-0.48330345153808596,0.21126732230186462
32,-0.41609907150268555,0.21527022123336792
33,-0.5491607666015625,0.2389756292104721
34,-0.4161474054509943,0.22244925796985626
35,-0.4078764120737712,0.20681607723236084
36,-0.28315989176432294,0.21721000969409943
37,-0.37170399559868705,0.2171507030725479
38,-0.1997667040143694,0.22135823965072632
39,-0.42615246772766113,0.22588561475276947
40,-0.01441802978515625,0.28232893347740173
41,-0.1736447334289551,0.2283673882484436
42,-0.10964181688096789,0.2146090567111969
43,-0.5386003766741071,0.2048342525959015
44,-0.4066803672096946,0.279727041721344
45,-0.6315546035766602,0.25332021713256836
46,-0.5685883627997504,0.22644184529781342
47,0.01103051503499349,0.21651239693164825
48,-0.3657383918762207,0.32245680689811707
49,-0.34928692711724174,0.21001997590065002
50,-0.28833484649658203,0.2115299254655838
51,-0.2628202438354492,0.2147020697593689
52,0.3291229248046875,0.595911979675293
53,-0.2485809326171875,0.2835010886192322
54,-0.17575486501057944,0.24124379456043243
55,-0.7365606307983399,0.21949394047260284
56,-0.6316124200820923,0.2142019420862198
57,-0.19632625579833984,0.28716206550598145
58,-0.5499004125595093,0.2118780016899109
59,-0.42952632904052734,0.24265971779823303
60,-0.20159212748209634,0.33058908581733704
61,-0.24265432357788086,0.21674765646457672
62,0.01829695701599121,0.3194386661052704
63,-0.5760500771658761,0.21820807456970215
64,-0.5220001765659877,0.216506227850914
65,-0.39689938227335614,0.20855630934238434
66,-0.5734522892878606,0.2570771276950836
67,-0.8386554718017578,0.2122281789779663
68,-0.23019762039184571,0.2802145183086395
69,-0.1646446704864502,0.21595758199691772
70,-0.5483373006184896,0.225086510181427
71,-0.7016754150390625,0.2432694435119629
72,-0.0046443939208984375,0.21537040174007416
73,-0.6522081163194444,0.2236676961183548
74,0.4146453857421875,0.8106359243392944
75,-0.7551613913642036,0.21454383432865143
76,-0.5694601876395089,0.21120469272136688
77,-0.2243330478668213,0.21622821688652039
78,-0.2718217637803819,0.2203301191329956
79,-0.3933534622192383,0.22084322571754456
80,-0.29345855712890623,0.23152852058410645
81,-0.38206911087036133,0.21809551119804382
82,-0.4767068227132161,0.20890504121780396
83,-0.49122728620256695,0.21396775543689728
84,-0.21377143859863282,0.2168540358543396
85,-0.4768654505411784,0.21487383544445038
86,-0.32157249450683595,0.21159133315086365
87,-0.5015194416046143,0.21504689753055573
88,-0.535607655843099,0.24199891090393066
89,-0.5247780936104911,0.213562473654747
90,-0.5105573336283366,0.2155148684978485
91,-0.22613992691040039,0.21083739399909973
92,-0.40294504165649414,0.22158552706241608
93,-0.45914592742919924,0.21739381551742554
94,0.16980308956570095,0.3595617115497589
95,-0.34657859802246094,0.20986787974834442
96,-0.49697335561116535,0.2036987990140915
97,-0.24108014787946427,0.28748539090156555
98,-0.1901412010192871,0.22821609675884247
99,-0.6340866088867188,0.21109043061733246
100,-0.3557724952697754,0.2185177206993103
101,-0.9077121189662388,0.22472798824310303
102,0.16443840662638345,0.5983271598815918
103,-0.17167886098225912,0.2119406759738922
104,-0.3787726296318902,0.28714045882225037
105,-0.29763420422871906,0.22340057790279388
106,-0.2990850806236267,0.2105555236339569
107,-0.38767166137695314,0.2186746895313263
108,-0.02204437255859375,0.337224543094635
109,0.6920871734619141,0.7421388626098633
110,-0.24143583124334161,0.21247856318950653
111,-0.7806368741122159,0.21631066501140594
112,0.08617418462579901,0.3548298180103302
113,-0.612640380859375,0.2518366873264313
114,-0.3429213762283325,0.21392709016799927
115,-0.5033446720668248,0.21460986137390137
116,-0.4803679784138997,0.21925175189971924
117,-0.0031697750091552734,0.3028836250305176
118,-0.5890742215243253,0.21930013597011566
119,-0.5194536209106445,0.22327843308448792
120,-0.3409712314605713,0.20948590338230133
121,-0.35240745544433594,0.21928900480270386
122,-0.38776050914417615,0.2196638435125351
123,-0.4041555404663086,0.21895021200180054
124,-0.6242777506510416,0.21379467844963074
125,-0.5563521751990685,0.21842609345912933
126,-0.36212076459612164,0.23234900832176208
127,-0.2269531488418579,0.23935261368751526
128,-0.5650181089128766,0.21051469445228577
129,-0.4746712771329013,0.21455056965351105
130,-0.3527847636829723,0.22563126683235168
131,-0.536034107208252,0.21364973485469818
132,-0.44180912441677517,0.21736997365951538
133,-0.6913076400756836,0.21189162135124207
134,-0.009818077087402344,0.251327782869339
135,-0.20231008529663086,0.41261109709739685
136,-0.2793426513671875,0.21462954580783844
137,-0.4935886383056641,0.22624120116233826
138,0.3240480422973633,0.39169204235076904
139,0.04698333740234375,0.23306100070476532
140,-0.28015313829694477,0.20989926159381866
141,-0.7119590759277343,0.2127969115972519
142,0.18770368893941244,0.4519444406032562
143,-0.5305837903703962,0.2172623723745346
144,-0.30653858184814453,0.21923935413360596
145,-0.47594966888427737,0.22629480063915253
146,-0.25676488876342773,0.21155820786952972
147,-0.07669353485107422,0.21978799998760223
148,-0.38459751822731714,0.21638648211956024
149,-0.6253583908081055,0.20969384908676147
150,-0.2094262440999349,0.21296855807304382
151,0.07454708644321986,0.3271494209766388
152,-0.31466564765343297,0.2179112285375595
153,-0.3961402045355903,0.21739357709884644
154,-0.8550389607747396,0.23979419469833374
155,-0.5636910525235262,0.21857888996601105
156,-0.315868165757921,0.24581436812877655
157,-0.5699862480163574,0.2109488844871521
158,-0.08237075805664062,0.307657927274704
159,-0.3272535536024306,0.24167782068252563
160,-0.2703426361083984,0.21385017037391663
161,-0.6732025146484375,0.22755393385887146
162,-0.18269903009588068,0.2242705225944519
163,-0.5221264362335205,0.2479308396577835
164,-0.1891535520553589,0.2084243893623352
165,-0.4603966606987847,0.25070425868034363
166,-0.13277626037597656,0.33037856221199036
167,-0.800278557671441,0.22152192890644073
168,-0.7523237466812134,0.21277181804180145
169,0.0777435302734375,0.7034854292869568
170,-0.1238720076424735,0.20779496431350708
171,0.03859577178955078,0.37749794125556946
172,-0.7109615802764893,0.21456260979175568
173,-0.36800970349993023,0.21572664380073547
174,0.022759331597222224,0.284862220287323
175,0.033909116472516744,0.2661639153957367
176,0.156097412109375,0.7009497284889221
177,0.12936055660247803,0.3477945029735565
178,-0.3528118133544922,0.23595237731933594
179,-0.4817026138305664,0.2139168232679367
180,-0.6447443528608843,0.20994001626968384
181,-0.19810943603515624,0.24243496358394623
182,0.5249936240059989,0.6553452014923096
183,-0.6270907719930013,0.21433843672275543
184,-0.6024181577894423,0.2082657516002655
185,-0.6134452819824219,0.21819810569286346
186,-0.2825322151184082,0.2309778481721878
187,-0.361320669000799,0.21045249700546265
188,-0.6179294586181641,0.22633157670497894
189,-0.35608901977539065,0.22423505783081055
190,-0.0015762874058314732,0.21291078627109528
191,-0.20144081115722656,0.21840879321098328
192,-0.5869705677032471,0.2203553020954132
193,-0.40069346957736546,0.2201158106327057
194,-0.25700918833414715,0.26588746905326843
195,-0.4289948145548503,0.2175234705209732
196,-0.6451940536499023,0.21693305671215057
197,-0.03925609588623047,0.36757445335388184
198,-0.15912350018819174,0.3579501509666443
199,-0.3589801788330078,0.2242845594882965
200,-0.27154111862182617,0.21337060630321503
201,0.49442618233816965,0.729854941368103
202,-0.5387221442328559,0.24034808576107025
203,0.2688259548611111,0.4884260296821594
204,-0.9469258785247803,0.22969678044319153
205,0.29987406730651855,0.5483133792877197
206,-0.5250989913940429,0.22110411524772644
207,-0.29052181243896485,0.20977839827537537
208,-0.2800952911376953,0.2288542240858078
209,-0.6736782789230347,0.2189009040594101
210,-0.5212712817721896,0.21076570451259613
211,-0.3426783084869385,0.21355831623077393
212,-0.10431885719299316,0.21037375926971436
213,-0.3992663792201451,0.21620212495326996
214,-0.37675398046320135,0.21942785382270813
215,-0.5690212249755859,0.24604250490665436
216,0.04011745452880859,0.29844075441360474
217,-0.22478342056274414,0.20756927132606506
218,-0.5533726692199707,0.22157807648181915
219,-0.17183462778727213,0.22962313890457153
220,0.18968963623046875,0.7176368832588196
221,-0.22207908630371093,0.2115517407655716
222,-0.008083979288736979,0.31987693905830383
223,-0.4390155792236328,0.24658384919166565
224,0.13249097551618302,0.3285369277000427
225,-0.42230911254882814,0.22673572599887848
226,-0.13727130889892578,0.2140711396932602
227,-0.6696751117706299,0.22376005351543427
228,-0.39713344573974607,0.23854288458824158
229,-0.614420043097602,0.21830327808856964
230,-0.22102302975124782,0.21604673564434052
231,-0.45177777608235675,0.21771518886089325
232,-0.2918158637152778,0.25379660725593567
233,-0.9040633610316685,0.23127537965774536
234,-0.05229377746582031,0.2346552163362503
235,-0.553773021697998,0.2174510508775711
236,-0.508881664276123,0.23044979572296143
237,-0.5816240310668945,0.21398775279521942
